190513	2010-02-10T22:40:35Z	36.0161119694	-114.7371339798	52741
190513	2010-02-10T20:30:39Z	36.2122246	-115.03090411	538025
190515	2010-10-16T20:59:59Z	32.758255	-97.0710808833	86058
190515	2010-10-16T19:50:14Z	32.75575875	-97.0739936667	11872
190515	2010-10-16T18:04:51Z	32.7583336667	-97.0668482667	11899
190515	2010-10-16T16:10:03Z	32.7574753667	-97.0682001	11893
190515	2010-10-16T16:02:57Z	32.7568350833	-97.0691516333	1135976
190515	2010-10-16T15:45:31Z	32.7569635363	-97.071762085	9363
190515	2010-09-17T16:46:37Z	32.98407	-96.750914	3110830
190515	2010-08-24T11:49:02Z	32.8413756108	-96.7829632759	51721
190515	2010-08-23T17:19:52Z	32.910404677	-96.805848197	1322453
190515	2010-08-22T14:46:01Z	32.8359291667	-96.6338124667	173786
190515	2010-08-21T22:50:02Z	32.8672069504	-96.676732574	43361
190515	2010-08-20T16:52:09Z	32.9436716934	-96.6484451294	19100
190515	2010-08-14T19:43:06Z	32.7887238333	-96.6264186833	101707
190515	2010-08-14T16:58:59Z	32.844415717	-96.773649883	1461860
190515	2010-08-06T16:50:26Z	32.975143	-96.6996338	132572
190515	2010-08-03T16:47:03Z	32.9774165154	-96.7686349154	537309
190515	2010-07-31T02:15:52Z	19.057687983	-98.219424933	1197690
190515	2010-07-26T23:22:42Z	19.51576035	-99.26671445	1508715
190515	2010-07-13T17:03:10Z	32.8723426605	-96.7688977718	26342
190515	2010-07-12T16:46:04Z	32.97765265	-96.7623882167	31897
190515	2010-07-09T17:23:13Z	32.9397122167	-96.74255085	65257
190515	2010-06-30T17:17:32Z	32.9774165154	-96.7686349154	537309
190515	2010-06-29T16:46:45Z	32.9621276288	-96.7700271214	119282
190515	2010-06-28T17:18:29Z	32.9627233744	-96.770067215	1331356
190515	2010-06-26T16:41:48Z	47.6029157	-122.33854454	877462
190518	2010-02-07T06:57:28Z	34.71494265	-86.5732516333	502705
190518	2010-02-05T19:06:50Z	34.6932181333	-86.5796663833	510846
190518	2010-02-05T00:08:40Z	34.7090228833	-86.5694762333	507080
190518	2010-02-04T03:29:50Z	34.71494265	-86.5732516333	502705
190526	2010-10-17T14:41:01Z	28.3554624088	-81.590116024	33500
190526	2010-10-16T16:45:09Z	28.3364359426	-81.5935063362	163466
190526	2010-10-16T07:13:12Z	28.3236505	-81.658900417	5572082
190526	2010-10-16T00:02:48Z	40.7745781069	-73.8720059395	12505
190526	2010-10-15T21:30:10Z	40.7409930833	-73.7843761833	756969
190526	2010-10-13T21:07:28Z	40.8414361719	-73.9413151055	76449
190526	2010-10-10T20:39:16Z	40.8161584667	-73.9804485	122842
190526	2010-10-10T17:40:03Z	41.171450567	-73.950699217	5287659
190526	2010-10-10T00:10:45Z	40.75960236	-73.83027201	1009397
190526	2010-10-09T03:56:31Z	40.7566662061	-73.9671341335	891531
190526	2010-10-09T03:37:36Z	40.7571676882	-73.9670464388	1158747
190526	2010-10-09T02:38:27Z	40.7560866	-73.9682	904263
190526	2010-10-09T02:38:13Z	40.7557645938	-73.9684056769	109672
190526	2010-10-05T11:16:55Z	40.8414361719	-73.9413151055	76449
190526	2010-10-03T04:57:44Z	40.7239699716	-73.985136498	592154
190526	2010-10-03T02:23:29Z	40.725305525	-73.983552792	2587942
190526	2010-10-02T00:36:00Z	40.748051	-74.00697652	4768234
190526	2010-10-01T21:23:46Z	40.84962624	-73.93974685	1238142
190526	2010-09-28T18:02:36Z	40.6898305619	-73.981596045	200561
190526	2010-09-25T18:29:27Z	40.7044567454	-74.010104835	199758
190526	2010-09-23T11:47:48Z	40.8414361719	-73.9413151055	76449
190526	2010-09-19T02:17:22Z	40.771454246	-73.9560980547	154386
190526	2010-09-15T00:19:38Z	40.7464211167	-73.8993333333	249065
190526	2010-09-14T15:34:14Z	40.84962624	-73.93974685	1238142
190526	2010-09-13T20:51:37Z	40.8414361719	-73.9413151055	76449
190526	2010-09-08T04:59:29Z	40.74075084	-73.81852459	1503752
190526	2010-09-05T23:41:16Z	42.9023250137	-78.8686716557	16081
190526	2010-09-05T02:02:32Z	42.9023250137	-78.8686716557	16081
190526	2010-09-04T00:56:54Z	43.1501037393	-77.6003837585	356061
190526	2010-08-25T02:03:07Z	40.761806748	-73.8303458691	764747
190526	2010-08-22T06:15:54Z	40.7295774833	-73.98984225	1043046
190526	2010-08-22T03:10:23Z	40.7200991018	-73.988309179	210734
190526	2010-08-22T01:54:46Z	40.7479703569	-73.9769856375	27349
190526	2010-08-21T19:19:32Z	40.7814188241	-73.9663338661	12151
190526	2010-08-21T05:32:14Z	40.7243428709	-73.982952238	214989
190526	2010-08-19T00:51:28Z	40.75641445	-73.967291	120313
190526	2010-08-15T00:58:12Z	40.74748963	-73.88436555	1491137
190526	2010-08-14T18:10:27Z	40.7388888889	-73.7852777778	1332290
190526	2010-08-14T16:20:41Z	40.73937535	-73.7868618833	579439
190526	2010-08-14T02:59:54Z	40.73024655	-73.99033115	72805
190526	2010-08-12T12:00:03Z	40.8414361719	-73.9413151055	76449
190526	2010-08-10T17:16:55Z	40.726360333	-73.870604333	1592650
190526	2010-08-01T22:42:14Z	40.726544783	-73.790040583	1543663
190526	2010-08-01T16:16:06Z	40.63706515	-73.255062017	1541501
190526	2010-07-30T02:15:44Z	40.74075084	-73.81852459	1503752
190526	2010-07-28T01:50:07Z	40.74075084	-73.81852459	1503752
190526	2010-07-27T23:52:36Z	40.7673466543	-73.7909603119	492088
190526	2010-07-25T23:31:16Z	40.74075084	-73.81852459	1503752
190526	2010-07-25T23:09:03Z	40.74094217	-73.78427035	447774
190526	2010-07-25T09:30:17Z	40.74276325	-73.8249860667	1005308
190526	2010-07-17T18:41:31Z	40.75960236	-73.83027201	1009397
190526	2010-07-17T17:52:36Z	40.7626571655	-73.8366775513	1014069
190526	2010-07-17T04:17:35Z	40.7498985512	-73.9902162552	72267
190526	2010-07-17T02:28:53Z	40.72919085	-73.9887562333	70848
190526	2010-07-17T00:13:36Z	40.7295774833	-73.98984225	1043046
190526	2010-07-17T00:13:22Z	40.7294458547	-73.9894545078	493062
190526	2010-07-13T22:28:24Z	40.7282600015	-73.9912317092	326478
190526	2010-06-02T22:59:56Z	40.764716217	-73.987367217	1213971
190526	2010-06-02T22:34:57Z	40.7647381	-73.9876215833	157331
190526	2010-06-02T22:15:21Z	40.764716217	-73.987367217	1213971
190530	2010-06-30T00:27:32Z	30.15844245	-92.0471358167	178803
190530	2010-06-25T16:38:59Z	30.1975000333	-92.0456887	553774
190530	2010-06-24T16:38:08Z	30.17515	-92.07773	1005677
190530	2010-06-21T23:29:03Z	30.202331543	-92.047416687	1074403
190530	2010-06-19T17:37:04Z	30.1699527	-92.0652805167	368806
190530	2010-06-18T18:45:15Z	30.16100293	-92.0453068	138012
190530	2010-06-14T00:09:23Z	29.9839699528	-90.2578353882	26646
190530	2010-06-13T19:57:48Z	39.1798446122	-76.6709661484	24767
190530	2010-06-11T16:09:47Z	38.7077036333	-75.07397305	997842
190530	2010-06-06T16:03:25Z	38.7077036333	-75.07397305	997842
190530	2010-06-04T13:16:12Z	38.71618378	-75.07814812	763416
190530	2010-06-03T13:12:49Z	38.7077036333	-75.07397305	997842
190530	2010-06-02T20:54:39Z	38.71479145	-75.0759018	785445
190530	2010-06-02T14:58:58Z	38.7157583	-75.0759550833	785476
